Year,Region,Technology,Hour,Fuel,value
2050,DK,Battery,12,Power,102.97827804095832
2030,DE,H2Tank,12,H2,2.9157618346843535
2030,UK,Battery,91,Power,70.63646918629537
2050,UK,PHS,2,Power,191.7609843137255
2040,FR,H2Tank,107,H2,50.0
2050,FR,Battery,13,Power,249.12045036174717
2050,NO,H2Tank,85,H2,83.90516319717105
2050,UK,H2Tank,87,H2,130.0
2020,DE,H2Tank,107,H2,23.608582994013577
2020,UK,H2Tank,6,H2,2.7417101344856927
2050,DK,Battery,9,Power,219.519777343784
2030,FR,H2Tank,66,H2,28.415596187543862
2030,NO,H2Tank,33,H2,12.719011832047642
2020,DE,H2Tank,67,H2,21.052631578947366
2020,FR,H2Tank,120,H2,20.0
2030,UK,H2Tank,115,H2,1.8806040164267515
2040,FR,H2Tank,67,H2,13.706140350877194
2050,DE,Battery,69,Power,561.8569220278317
2030,DK,Battery,56,Power,51.01358410405791
2040,DE,H2Tank,32,H2,88.95622877803207
2050,UK,Battery,44,Power,313.7447452323242
2050,UK,Battery,66,Power,551.6551099457438
2050,UK,PHS,8,Power,167.14262438239672
2050,NO,PHS,48,Power,207.26545881201562
